day,time,weekday,1시간기온,1시간강수량,일최고기온,일최저기온,중앙P/P_석사,전기전자컴퓨터공학동_석사,신소재공학_석사,생명과학동_석사,기계공학동_석사,LG도서관_석사,창업B동_석사,금호관_석사,"냉각수순환펌프1,2,3_석사","냉각수순환펌프4,5,6_석사",기혼자아파트E동_석사,기숙사9동_석사,고등광/극초단_석사,신소재공학동(E)_석사,전기전자컴퓨터공학동(E)_석사,생명과학동(E)_석사,기계공학동(E)_석사,LG도서관(E)_석사,중앙P/P(E)_석사,고등광연구소(E)_석사,신재생에너지동_학사,대학B동_학사,대학기숙사A동_학사,제2학생회관_학사,학사P/P_학사,교원아파트_학사,대학C동_학사,중앙연구기기센터_학사,대학A동_학사,다산빌딩_학사,산학협력연구동_학사,신재생에너지동(E)_학사,대학B동(E)_학사,대학기숙사A동(E)_학사,학사P/P(E)_학사,제2학생회관(E)_학사,교원아파트(E)_학사,대학C동(E)_학사,중앙연구기기센터(E)_학사,대학A동(E)_학사,다산빌딩(E)_학사,산학협력연구동(E)_학사
2022-07-31,12,Sunday,27.0,3.0,32.0,25.0,94.5,436.1,428.5,523.4,113.1,292.4,24.9,74.7,0.0,0.0,340.0,60.8,778.9,37.4,142.8,114.6,16.0,58.5,87.2,59.5,963.5,293.8,140.3,155.8,65.7,95.3,190.0,314.1,41.2,581.3,4.1,106.0,38.2,42.8,20.8,26.1,29.4,19.3,47.7,26.8,52.1,17.9
2022-07-31,13,Sunday,28.0,5.0,32.0,25.0,93.0,445.9,444.8,462.8,117.1,286.2,37.5,56.9,0.0,0.0,332.4,63.7,765.7,38.2,140.7,114.3,17.7,64.8,77.4,63.1,985.0,301.8,135.8,135.7,77.3,90.0,184.2,311.7,37.6,585.4,15.7,99.5,38.9,34.2,24.9,24.5,33.7,16.3,60.1,16.4,55.0,17.2
2022-07-31,14,Sunday,28.0,6.0,32.0,25.0,80.6,465.5,452.4,487.2,122.3,288.9,51.9,78.4,0.0,0.0,305.7,59.7,818.2,42.1,140.8,116.8,18.8,62.2,77.6,61.4,978.9,312.5,148.4,113.7,78.2,77.3,197.0,271.1,43.2,591.4,29.8,106.7,42.4,40.6,32.6,22.6,34.5,16.0,60.0,26.4,57.3,18.2
2022-07-31,15,Sunday,28.0,7.0,32.0,25.0,99.5,471.9,459.2,504.4,136.9,309.8,26.4,59.3,0.0,0.0,325.0,59.3,825.8,38.3,144.2,121.0,17.7,64.2,74.2,63.2,1013.4,298.7,141.1,129.8,72.5,83.0,208.0,291.8,40.8,595.5,89.8,115.6,41.8,36.2,24.4,35.5,30.5,32.1,52.3,27.5,61.8,17.4
2022-07-31,16,Sunday,28.0,2.0,32.0,25.0,127.2,458.2,456.3,471.7,136.5,284.5,57.0,58.6,0.0,0.0,333.4,67.3,810.4,39.7,142.2,121.6,18.3,74.5,99.1,63.9,1029.1,311.2,151.3,120.0,67.5,83.4,209.1,326.2,39.5,629.5,0.0,111.6,29.7,53.7,21.6,29.9,31.2,19.9,60.9,14.0,63.2,17.9
2022-07-31,17,Sunday,28.0,0.0,32.0,25.0,151.0,462.9,475.1,539.4,132.5,308.5,33.0,57.7,0.0,0.0,348.2,80.4,845.7,40.9,151.3,113.7,12.9,61.1,84.8,62.0,1031.2,312.3,163.0,112.2,71.3,83.9,208.9,308.7,38.0,607.6,8.6,115.2,39.3,37.0,20.7,26.6,29.7,31.1,48.4,14.9,73.2,17.5
2022-07-31,18,Sunday,28.0,3.0,32.0,25.0,157.6,454.3,464.6,493.2,128.7,281.6,51.1,61.7,0.0,0.0,336.7,60.0,808.8,41.0,141.4,112.5,11.7,62.0,75.9,61.4,1053.2,312.3,158.6,113.2,72.4,89.8,193.6,321.5,33.2,596.2,0.0,114.0,43.5,34.9,20.4,24.4,40.4,16.7,53.1,27.7,68.5,17.4
2022-07-31,19,Sunday,28.0,6.0,32.0,25.0,176.0,458.5,455.8,467.9,125.1,306.3,32.4,56.8,0.0,0.0,352.6,67.2,803.4,37.5,139.6,112.2,19.1,65.3,84.6,58.6,1021.1,308.0,156.1,75.2,68.3,99.8,195.8,333.2,37.0,594.3,0.0,115.0,43.5,41.5,40.1,37.2,38.5,17.3,48.3,22.1,63.0,17.3
2022-07-31,20,Sunday,27.0,0.0,32.0,25.0,174.5,467.4,454.4,509.5,134.6,306.3,26.1,67.9,0.0,0.0,376.0,66.3,808.1,36.7,143.1,101.2,18.5,61.6,88.0,57.6,1015.3,312.4,161.6,77.1,67.5,105.6,199.0,334.6,35.0,596.8,0.0,111.1,31.0,45.1,51.6,21.6,35.4,18.3,55.5,15.6,58.9,17.3
2022-07-31,21,Sunday,27.0,0.0,32.0,25.0,185.4,458.1,461.3,472.3,131.4,274.7,38.1,58.1,0.0,0.0,368.2,63.6,806.7,38.8,141.5,102.4,7.7,43.7,89.5,61.4,1035.4,310.0,169.6,69.0,72.1,103.1,203.3,333.3,40.6,589.7,0.0,106.5,42.1,37.6,39.6,24.0,30.3,17.3,52.9,23.2,60.8,17.3
2022-07-31,22,Sunday,27.0,0.0,32.0,25.0,181.4,454.3,441.5,549.9,119.8,271.0,35.1,54.5,0.0,0.0,381.3,71.7,782.2,36.4,142.5,99.3,17.7,42.1,93.6,56.3,975.5,303.2,170.1,59.2,71.1,102.1,189.7,362.0,39.4,558.2,0.0,103.1,41.1,38.4,38.8,23.6,46.0,17.0,49.2,28.9,57.2,17.6
2022-07-31,23,Sunday,27.0,8.0,32.0,25.0,179.2,442.2,430.4,481.2,117.3,285.9,31.4,54.8,0.0,0.0,372.7,70.8,805.3,37.2,138.0,100.3,11.4,43.3,85.4,58.7,956.9,291.0,167.4,67.6,65.8,94.8,202.3,336.5,32.3,547.4,0.0,99.0,39.5,30.6,36.5,20.9,26.0,17.5,49.3,22.1,55.1,17.2
2022-08-01,0,Monday,27.0,0.0,33.0,25.0,151.2,452.7,426.4,472.4,119.4,250.8,32.1,56.1,0.0,0.0,348.3,63.6,783.8,32.4,139.6,99.3,8.8,33.4,84.6,58.4,960.2,277.3,150.5,69.5,71.0,80.2,186.4,342.5,32.7,558.9,0.0,98.5,31.3,42.8,59.6,23.4,18.3,17.2,48.3,24.4,54.7,17.7
2022-08-01,1,Monday,27.0,0.0,33.0,25.0,152.2,442.1,425.0,500.5,116.4,243.7,31.3,55.5,0.0,0.0,330.7,57.0,801.1,30.4,151.2,96.7,8.0,38.6,77.9,58.7,959.0,275.1,136.8,70.8,72.1,68.0,200.5,341.0,31.9,561.6,0.0,86.2,27.7,35.5,38.3,21.5,26.8,17.3,48.2,15.6,37.9,17.8
2022-08-01,2,Monday,26.0,0.0,33.0,25.0,137.5,438.7,427.7,509.6,110.3,254.4,31.2,55.7,0.0,0.0,322.0,51.8,831.8,34.2,139.2,93.9,6.6,33.5,73.7,56.4,924.2,269.8,133.8,64.1,66.8,65.5,190.4,342.5,29.6,536.7,0.0,86.7,35.3,35.4,47.5,22.1,15.3,18.1,48.0,13.4,35.5,17.4
2022-08-01,3,Monday,26.0,0.0,33.0,25.0,142.9,450.4,425.7,485.7,104.8,272.4,31.2,54.9,0.0,0.0,286.9,43.4,819.8,35.1,138.2,91.8,3.1,37.0,67.8,56.4,942.4,280.0,119.2,66.7,67.8,61.8,183.7,357.4,41.5,528.5,0.0,86.7,27.0,51.9,38.4,26.0,16.8,16.5,47.8,14.9,35.3,17.4
2022-08-01,4,Monday,26.0,0.0,33.0,25.0,142.1,437.4,422.2,465.5,100.7,249.9,29.5,72.6,0.0,0.0,271.4,42.1,807.6,34.8,137.3,93.2,2.8,36.4,75.4,55.8,937.6,280.4,122.3,70.8,73.2,57.9,191.9,336.6,39.2,553.0,0.0,81.6,24.7,21.3,37.0,21.7,18.0,16.2,48.5,13.1,33.0,16.3
2022-08-01,5,Monday,26.0,0.0,33.0,25.0,129.0,435.2,418.8,471.1,103.3,253.9,30.1,56.9,0.0,0.0,271.0,37.7,802.3,28.5,137.9,94.6,2.7,39.2,58.9,53.5,908.7,271.7,122.0,124.0,78.0,54.1,191.4,335.2,32.9,531.3,0.0,89.7,24.9,35.8,34.9,32.4,25.1,24.1,46.8,15.2,44.2,17.2
2022-08-01,6,Monday,26.0,0.0,33.0,25.0,105.2,436.3,418.9,567.3,113.0,253.9,27.8,61.1,0.0,0.0,263.7,39.8,768.6,37.2,136.0,108.6,6.7,39.6,70.3,62.3,931.2,273.7,123.0,189.2,72.5,66.4,202.7,334.8,40.7,535.6,0.0,90.7,26.9,19.4,20.9,32.3,26.6,16.0,47.8,16.4,41.4,19.4
2022-08-01,7,Monday,27.0,0.0,33.0,25.0,102.9,448.5,422.4,567.3,136.2,284.5,40.3,61.5,0.0,0.0,301.0,50.9,821.5,29.3,139.1,139.1,15.8,64.6,120.5,74.4,984.3,287.4,118.6,200.8,66.7,79.8,191.6,319.4,56.0,569.6,18.4,104.7,43.2,32.6,34.9,38.8,28.6,16.4,48.1,32.4,45.4,20.4
2022-08-01,8,Monday,27.0,0.0,33.0,25.0,166.8,486.1,498.4,653.1,229.4,320.0,52.3,67.5,210.9,139.8,349.8,68.0,933.2,50.0,161.2,184.2,20.3,70.2,149.5,94.8,1135.4,367.2,137.4,214.8,94.3,89.6,191.8,330.7,84.6,614.7,49.4,126.0,44.6,40.6,33.7,50.2,46.5,32.3,52.7,33.1,66.0,31.1
2022-08-01,9,Monday,28.0,0.0,33.0,25.0,159.0,528.6,542.9,684.5,285.4,364.7,58.6,75.7,210.0,137.5,373.4,69.7,991.1,49.8,171.1,192.1,22.5,85.2,164.8,113.8,1222.1,418.5,142.3,259.5,78.6,82.6,229.3,307.2,104.4,666.7,73.7,139.0,55.3,34.6,25.8,52.7,122.4,40.2,70.1,30.6,77.5,29.3
2022-08-01,10,Monday,28.0,0.0,33.0,25.0,160.4,550.7,557.0,670.2,292.5,363.8,42.8,71.5,209.9,137.5,312.8,63.1,1029.4,53.6,163.1,191.4,22.9,91.2,166.8,115.8,1213.1,439.9,139.5,248.7,81.9,81.7,216.2,379.1,102.7,687.8,24.2,147.3,68.1,40.9,25.2,40.2,34.2,34.1,69.6,34.1,77.8,21.9
2022-08-01,11,Monday,29.0,0.0,33.0,25.0,138.2,553.4,565.3,717.9,228.1,341.0,62.4,72.8,210.1,137.7,342.6,57.0,1086.1,52.3,164.1,187.5,23.5,78.7,237.6,121.1,1255.8,436.7,136.4,249.6,77.4,77.3,223.0,354.8,100.3,693.7,23.9,152.1,52.7,37.1,36.4,56.1,29.3,41.8,64.4,32.2,80.3,21.9
2022-08-01,12,Monday,30.0,0.0,33.0,25.0,135.3,558.8,547.3,675.4,233.6,337.9,54.8,83.4,209.8,137.8,373.2,65.1,1038.7,50.5,159.1,159.7,24.0,85.7,239.4,103.7,1225.0,426.8,149.4,269.1,75.6,84.1,212.9,346.4,94.1,680.7,22.2,153.9,53.6,36.0,48.7,57.3,37.3,39.7,55.8,20.2,93.3,25.4
2022-08-01,13,Monday,30.0,0.0,33.0,25.0,185.1,565.4,567.3,639.1,237.3,363.4,54.8,68.9,209.9,138.0,360.9,66.9,1013.2,48.7,164.9,156.5,22.8,96.8,161.9,111.7,1246.0,424.4,151.7,245.8,78.3,72.1,234.9,363.1,93.3,700.4,25.6,148.9,54.7,41.6,26.5,47.7,33.8,36.7,67.4,33.4,92.8,22.3
2022-08-01,14,Monday,30.0,0.0,33.0,25.0,198.2,557.5,567.3,667.0,226.8,365.1,56.6,68.3,210.1,137.1,297.4,47.7,1069.8,52.3,159.6,159.8,24.7,84.7,143.7,117.6,1259.8,437.3,155.8,242.3,81.6,71.3,226.7,379.5,108.2,693.7,52.3,149.8,55.6,35.3,24.2,58.4,33.0,34.8,68.8,33.5,86.0,22.9
2022-08-01,15,Monday,30.0,0.0,33.0,25.0,301.5,561.5,584.8,719.5,230.3,358.9,63.4,68.5,210.2,137.2,280.5,59.4,1051.2,55.7,163.8,157.3,23.9,83.2,137.6,122.3,1231.7,422.0,162.1,231.7,76.5,76.8,225.7,361.9,100.3,684.1,5.6,156.9,58.5,43.1,33.8,46.0,32.6,33.5,64.0,35.8,93.5,21.9
2022-08-01,16,Monday,30.0,0.0,33.0,25.0,214.0,560.2,560.6,719.5,247.7,357.2,59.7,68.0,210.1,137.5,258.8,53.7,1027.2,52.6,162.9,157.5,24.0,77.8,174.6,110.8,1243.9,419.3,159.1,207.5,77.1,78.4,222.3,364.8,82.7,678.7,0.0,149.8,62.5,38.4,28.8,51.8,42.1,35.0,68.9,30.0,91.4,24.0
2022-08-01,17,Monday,30.0,0.0,33.0,25.0,218.5,551.3,561.9,628.8,221.1,348.6,56.1,66.5,0.0,0.0,300.6,52.2,959.7,53.0,158.2,149.9,23.1,81.5,174.1,110.7,1230.2,413.7,153.3,240.4,80.8,93.2,211.1,374.4,92.9,665.1,0.0,148.0,55.1,38.3,26.9,48.8,29.2,32.9,66.7,36.0,88.9,24.3
2022-08-01,18,Monday,29.0,0.0,33.0,25.0,194.5,498.9,546.8,599.7,176.0,340.8,47.0,62.3,0.0,0.0,356.3,58.3,862.3,48.8,153.6,125.7,24.4,85.9,178.2,80.3,1166.3,387.3,179.4,209.9,79.6,105.8,213.7,366.0,73.5,641.2,0.0,134.9,50.5,47.8,23.3,51.9,40.7,33.9,60.2,29.2,80.1,23.4
2022-08-01,19,Monday,28.0,0.0,33.0,25.0,198.3,504.2,521.0,521.9,144.7,310.3,43.0,53.5,0.0,0.0,406.8,58.5,856.1,47.4,159.2,103.2,14.6,83.3,115.4,69.2,1118.7,374.4,172.6,150.4,66.9,103.0,209.3,353.9,55.2,638.7,0.0,134.2,49.4,36.7,47.1,43.0,36.1,19.1,48.0,20.8,74.1,19.1
2022-08-01,20,Monday,28.0,0.0,33.0,25.0,223.6,491.7,498.6,509.7,139.2,344.4,27.6,53.3,0.0,0.0,433.0,60.4,854.1,42.2,151.5,99.3,22.3,77.7,95.7,60.9,1096.5,353.1,176.1,136.6,66.9,113.2,205.5,339.0,44.9,658.1,0.0,130.7,49.4,44.0,53.6,40.0,32.2,17.7,48.0,26.6,74.6,17.6
2022-08-01,21,Monday,28.0,0.0,33.0,25.0,198.1,480.1,485.1,540.8,138.8,296.7,25.1,55.5,0.0,0.0,379.9,65.3,849.9,41.4,152.4,92.6,21.0,53.1,94.2,60.8,1080.3,338.6,177.9,92.5,74.0,101.8,209.0,341.2,44.3,636.3,0.0,125.7,44.5,42.7,38.9,34.2,35.4,17.1,59.7,26.7,67.8,17.4
2022-08-01,22,Monday,27.0,0.0,33.0,25.0,206.3,473.3,474.3,491.2,140.8,291.6,35.1,51.4,0.0,0.0,397.1,68.5,822.8,36.5,143.2,87.6,19.0,44.5,103.7,57.1,1040.8,323.7,174.0,68.3,71.4,105.1,207.9,346.6,48.8,587.6,0.0,114.8,44.7,37.4,37.7,43.5,33.6,29.9,59.5,18.1,60.4,17.6
2022-08-01,23,Monday,27.0,0.0,33.0,25.0,201.0,452.7,468.7,529.9,128.2,290.5,25.9,51.7,0.0,0.0,393.3,68.1,805.3,35.2,139.7,83.1,18.9,42.0,82.5,55.8,1038.9,356.5,170.6,71.5,66.6,95.7,210.1,351.6,46.8,571.6,0.0,103.5,42.3,42.9,38.4,35.5,38.9,16.8,47.5,16.4,57.5,16.5
2022-08-02,0,Tuesday,27.0,0.0,33.0,25.0,163.9,451.8,469.2,473.4,116.5,254.9,32.3,52.3,0.0,0.0,365.1,67.9,806.0,31.2,142.5,83.2,17.7,38.6,89.4,56.8,989.4,329.7,172.9,72.3,68.5,81.4,184.5,371.4,38.3,560.0,0.0,105.4,38.9,35.5,39.1,37.3,23.9,15.8,48.0,13.3,54.9,17.5
2022-08-02,1,Tuesday,26.0,0.0,33.0,25.0,146.3,431.0,448.2,477.1,112.7,215.2,44.5,52.4,0.0,0.0,331.7,53.9,791.8,37.1,136.7,83.3,6.9,36.3,83.4,56.8,1005.2,293.5,160.1,73.7,74.4,65.6,184.4,344.0,36.9,547.5,0.0,91.0,29.3,38.4,46.1,36.9,18.5,15.9,48.3,16.4,46.2,17.5
2022-08-02,2,Tuesday,26.0,0.0,33.0,25.0,124.4,431.3,438.9,533.3,108.0,218.0,30.4,54.3,0.0,0.0,316.2,47.0,794.7,34.9,135.6,81.4,6.7,34.9,70.6,54.5,1001.7,289.4,141.1,66.2,65.9,59.7,187.7,347.8,34.1,550.5,0.0,92.5,26.6,39.9,46.0,26.4,15.4,15.9,51.1,13.7,45.0,17.7
2022-08-02,3,Tuesday,26.0,0.0,33.0,25.0,126.7,427.8,432.4,475.6,105.4,216.6,36.2,52.6,0.0,0.0,269.6,43.9,804.8,32.8,140.2,79.3,6.6,35.5,62.7,53.9,981.9,280.0,132.7,70.1,65.5,58.1,184.5,339.3,36.5,558.4,0.0,82.4,29.9,24.1,37.1,26.5,14.3,15.8,46.1,16.4,38.4,17.2
2022-08-02,4,Tuesday,26.0,0.0,33.0,25.0,138.4,431.3,434.8,471.4,100.3,230.0,23.2,52.2,0.0,0.0,250.7,41.0,837.4,30.0,134.3,80.1,5.9,37.2,67.6,56.9,976.0,274.1,131.4,68.2,68.2,57.2,196.9,358.8,44.1,525.6,0.0,77.7,26.0,36.1,39.7,25.3,24.9,15.8,46.3,13.4,41.5,17.3
2022-08-02,5,Tuesday,26.0,0.0,33.0,25.0,129.0,430.7,427.2,469.2,104.0,221.4,54.0,51.7,0.0,0.0,256.7,40.9,854.5,35.1,133.7,82.5,3.1,36.5,63.2,54.3,1013.2,272.2,112.4,120.1,72.3,57.2,192.0,362.7,36.9,550.6,0.0,92.0,26.3,29.2,37.9,30.4,25.9,15.4,45.8,15.7,36.1,17.2
2022-08-02,6,Tuesday,26.0,0.0,33.0,25.0,105.8,410.5,423.8,489.9,101.4,254.7,22.1,51.7,0.0,0.0,264.0,39.4,775.5,36.8,134.9,93.6,7.9,50.3,79.3,69.6,951.1,288.3,117.5,180.1,68.3,57.2,194.7,340.3,48.0,528.5,0.0,85.3,33.9,21.0,20.5,37.0,28.3,15.0,45.6,17.1,41.9,19.1
2022-08-02,7,Tuesday,26.0,0.0,33.0,25.0,109.4,449.2,456.6,557.0,133.2,264.0,31.4,57.7,0.0,0.0,343.7,49.1,825.3,35.7,138.6,117.0,17.8,60.4,114.3,82.4,984.5,288.1,118.4,177.3,71.7,76.3,215.8,339.2,53.4,550.2,0.0,94.6,38.3,25.2,36.3,46.7,35.5,15.8,55.1,19.2,41.5,20.5
2022-08-02,8,Tuesday,27.0,0.0,33.0,25.0,173.0,463.1,501.3,569.7,200.4,314.4,52.2,68.1,243.2,138.1,343.7,61.4,877.9,39.1,148.9,147.0,20.8,76.4,141.0,98.0,1134.5,375.5,130.4,209.5,94.4,82.0,228.3,316.7,80.3,621.6,48.1,115.3,51.6,42.6,28.0,49.7,35.7,32.0,54.8,31.1,65.8,28.8
2022-08-02,9,Tuesday,28.0,0.0,33.0,25.0,170.3,500.6,554.6,665.5,214.1,343.5,50.7,73.5,210.0,137.8,343.2,61.9,968.5,50.0,156.1,149.2,21.9,89.2,149.8,116.6,1213.4,402.5,136.7,239.5,80.5,84.1,236.5,345.4,93.8,675.8,61.1,143.1,53.5,39.3,29.1,51.6,36.5,32.1,66.4,34.4,73.2,21.9
2022-08-02,10,Tuesday,29.0,0.0,33.0,25.0,167.4,530.6,560.5,656.4,241.7,361.0,58.5,81.5,210.0,137.4,313.3,59.0,1059.8,53.0,163.2,146.9,25.6,85.5,169.5,131.9,1272.9,424.3,141.7,254.6,86.2,81.9,229.5,323.5,108.4,693.1,100.1,147.0,54.7,38.8,30.5,41.8,29.9,33.0,68.3,33.6,80.2,22.4
2022-08-02,11,Tuesday,29.0,0.0,33.0,25.0,209.7,557.5,557.4,637.8,286.3,347.4,42.9,70.4,210.3,137.5,315.0,58.6,1044.5,54.5,168.8,148.1,24.2,89.9,239.1,123.7,1289.3,435.8,147.0,238.4,77.2,80.7,231.4,287.9,109.0,725.7,112.6,149.1,63.8,42.4,25.9,54.4,24.3,26.1,66.9,34.6,86.2,27.7
2022-08-02,12,Tuesday,30.0,0.0,33.0,25.0,118.2,544.4,562.2,670.8,268.0,346.2,57.7,71.9,210.3,137.7,361.4,70.7,1094.1,52.9,164.5,142.1,25.7,82.8,246.6,103.5,1260.1,420.5,148.4,244.7,84.0,85.6,239.9,284.1,98.2,695.6,80.2,150.2,57.7,42.9,32.9,58.7,41.4,39.3,68.7,35.0,92.5,35.0
2022-08-02,13,Tuesday,31.0,0.0,33.0,25.0,267.9,546.3,575.8,664.5,268.0,387.3,44.2,69.0,210.2,137.5,346.7,57.2,1037.6,49.2,179.1,142.5,25.5,91.5,160.5,125.8,1310.4,420.8,145.2,217.9,76.4,88.8,238.2,298.9,94.4,730.8,115.2,161.6,59.6,39.8,30.2,49.6,33.2,36.5,67.2,33.7,97.1,22.7
2022-08-02,14,Tuesday,32.0,0.0,33.0,25.0,196.9,559.1,573.8,630.3,277.6,348.9,57.1,70.9,210.2,137.3,308.5,51.5,1068.3,53.7,165.4,151.9,25.4,81.9,156.5,117.9,1304.5,439.0,146.6,222.0,76.8,79.2,255.0,336.8,96.2,718.2,115.2,151.7,58.7,44.3,24.7,48.5,34.9,35.1,66.6,37.1,94.4,23.4
2022-08-02,15,Tuesday,31.0,0.0,33.0,25.0,210.3,549.0,576.1,680.0,250.4,347.0,57.4,73.3,210.0,137.6,285.1,58.2,1072.5,51.6,161.6,149.5,25.9,83.9,141.9,121.0,1289.1,451.2,163.3,225.6,82.2,77.0,255.2,376.8,99.6,720.7,70.0,161.6,57.1,37.3,25.9,39.2,30.3,36.5,67.2,29.5,88.8,30.0
2022-08-02,16,Tuesday,31.0,0.0,33.0,25.0,156.4,552.0,583.6,604.9,227.5,361.7,58.8,85.2,210.1,0.0,278.3,55.8,1053.3,47.8,160.7,145.0,25.9,84.3,163.3,114.8,1272.5,414.0,153.2,191.8,80.7,81.0,242.4,349.9,92.3,689.7,31.3,156.6,53.3,37.8,34.9,37.7,31.8,35.2,56.8,33.2,86.3,20.4
2022-08-02,17,Tuesday,31.0,0.0,33.0,25.0,176.6,532.3,563.3,593.5,274.7,318.4,58.8,88.9,0.0,0.0,278.3,58.2,1038.3,54.6,168.1,136.9,25.1,89.5,191.9,102.3,1264.2,435.6,161.5,228.7,89.2,81.0,232.6,349.9,95.5,684.8,25.7,151.5,53.6,40.7,26.3,50.8,39.0,39.5,65.7,33.4,86.5,23.8
2022-08-02,18,Tuesday,30.0,0.0,33.0,25.0,186.5,517.8,549.3,616.8,191.9,329.9,61.9,86.1,0.0,0.0,333.0,61.3,943.3,48.0,161.1,127.7,23.0,77.2,206.4,88.2,1149.8,402.5,172.8,232.3,87.0,92.7,216.5,344.3,72.9,691.5,10.8,138.8,49.3,60.2,27.9,55.2,30.8,32.2,52.1,28.2,85.1,26.9
2022-08-02,19,Tuesday,29.0,0.0,33.0,25.0,229.5,487.1,499.0,551.4,164.9,327.5,28.2,80.1,0.0,0.0,337.2,63.5,870.9,48.9,156.7,100.1,20.8,69.0,105.3,68.8,1092.0,352.3,170.2,144.9,74.0,109.0,228.7,340.2,58.7,647.7,0.0,132.5,50.4,50.8,41.1,54.1,35.8,31.2,48.8,27.7,72.2,17.4
2022-08-02,20,Tuesday,28.0,0.0,33.0,25.0,217.2,501.8,492.0,509.4,148.1,319.7,30.5,74.2,0.0,0.0,347.1,66.2,871.9,43.2,158.1,92.3,21.3,69.8,109.4,69.1,1104.0,337.2,176.2,96.4,73.5,112.5,205.2,346.4,49.3,649.5,0.0,129.6,49.3,56.5,64.0,43.5,37.2,34.3,58.6,25.1,75.1,17.8
2022-08-02,21,Tuesday,28.0,0.0,33.0,25.0,222.8,484.1,481.3,472.0,131.9,308.8,31.1,67.6,0.0,0.0,361.5,66.8,874.8,40.9,152.3,87.6,19.5,49.9,98.9,62.2,1088.2,335.0,166.0,84.0,79.7,110.0,209.3,357.8,42.8,640.6,0.0,127.8,45.7,39.0,50.3,40.5,32.1,39.1,48.5,16.9,75.1,17.3
2022-08-02,22,Tuesday,27.0,0.0,33.0,25.0,184.5,475.3,465.3,518.4,129.8,289.2,21.2,59.5,0.0,0.0,371.7,68.4,904.5,39.5,142.9,86.3,20.0,54.8,107.8,64.4,1019.9,327.9,178.7,52.5,78.0,104.9,201.1,327.1,48.3,602.1,0.0,113.8,42.4,45.3,37.0,34.9,37.0,33.8,48.1,26.6,65.4,17.4
2022-08-02,23,Tuesday,27.0,0.0,33.0,25.0,184.1,465.9,462.4,466.1,120.5,276.2,32.2,57.0,0.0,0.0,381.5,66.3,856.5,40.3,141.9,86.3,18.7,41.8,96.1,67.2,972.4,318.9,167.9,59.2,72.5,91.4,204.7,334.9,40.5,582.7,0.0,111.8,43.2,51.2,43.0,35.7,27.7,19.5,47.6,23.7,62.4,17.4
2022-08-03,0,Wednesday,27.0,0.0,33.0,25.0,163.7,446.2,451.5,466.5,114.0,250.8,30.6,55.1,0.0,0.0,357.2,63.4,814.9,38.0,144.9,84.6,16.9,36.4,87.9,65.2,958.1,303.4,167.1,60.3,77.1,81.4,201.5,328.4,36.7,548.7,0.0,102.4,28.3,50.7,41.9,26.7,28.6,18.8,47.1,18.5,54.6,17.5
2022-08-03,1,Wednesday,26.0,0.0,33.0,25.0,153.5,442.5,437.9,521.6,107.2,210.8,31.0,56.3,0.0,0.0,357.2,59.8,831.4,33.5,140.7,81.3,16.4,37.8,74.8,54.6,951.3,311.1,150.4,59.8,74.1,69.9,203.9,331.7,41.7,549.9,0.0,98.1,36.2,37.0,38.7,30.8,26.8,31.2,48.3,15.6,47.0,17.9
2022-08-03,2,Wednesday,26.0,0.0,33.0,25.0,135.6,442.6,429.8,464.7,105.9,215.9,35.0,56.8,0.0,0.0,320.0,49.7,823.5,29.3,137.9,78.6,7.0,35.0,77.7,52.2,956.6,298.6,137.9,53.8,65.6,62.7,198.3,358.0,43.2,529.9,0.0,94.1,27.0,32.8,38.5,27.7,21.3,31.4,47.2,13.9,45.5,17.4
2022-08-03,3,Wednesday,26.0,3.0,33.0,25.0,147.7,431.2,426.6,452.9,107.1,212.5,20.2,55.8,0.0,0.0,278.5,43.0,804.7,29.0,137.8,82.8,15.9,35.4,66.7,53.8,945.0,317.0,125.8,61.0,65.7,60.2,193.8,332.8,38.6,529.7,0.0,88.8,37.7,36.5,48.8,34.9,15.2,16.4,48.1,15.2,38.3,17.4
2022-08-03,4,Wednesday,25.0,4.0,33.0,25.0,151.0,433.1,423.0,442.6,100.9,243.6,27.1,57.2,0.0,0.0,270.2,40.2,803.5,28.8,136.4,75.3,6.4,37.8,66.6,53.4,947.9,304.9,123.1,62.7,71.5,56.3,199.6,333.0,48.3,529.2,0.0,81.8,26.8,35.8,36.4,25.4,15.5,16.1,47.0,13.6,36.9,17.4
2022-08-03,5,Wednesday,25.0,3.0,33.0,25.0,137.0,424.3,420.9,517.9,100.5,200.7,28.0,58.7,0.0,0.0,270.2,41.0,824.3,32.0,136.1,78.0,6.5,36.6,61.2,53.0,944.6,284.2,120.3,154.3,71.8,56.4,189.1,332.4,37.4,542.6,0.0,87.3,36.1,30.9,37.1,34.8,28.1,15.8,54.0,16.0,41.7,17.7
2022-08-03,6,Wednesday,25.0,8.0,33.0,25.0,117.1,432.7,420.3,472.2,107.1,198.1,40.3,57.5,0.0,0.0,275.3,39.1,833.7,29.4,134.1,93.2,8.7,46.7,94.6,57.0,919.6,277.4,111.5,196.9,66.6,60.3,186.7,326.4,39.1,518.4,0.0,109.2,37.8,20.7,22.4,39.9,28.1,15.5,46.1,27.9,42.2,18.7
